View Extract,Loc,UY,Srl,Ext Type,Class,Sub br,Com date,Exp date,Sign share %,Country,Broker,Cedant,Org.Insured/Trty Name,Trty nature,Nature of risk Desc,Max Liability (FC),Gross UW Prem,Gross Book Prem,Gross Actual Acq.,Gross paid claims,Gross os loss,New/Renew,100% TSI (FC),Org Prem (FC),Accepted Share,Renewal Status,Running/Expired,Status,Inception Day,Inception Month,Inception Quarter,Inception Year,Expiry Day,Expiry Month,Expiry Quarter,Expiry Year,Renewal Date,Renewal Day,Renewal Month,Renewal Quarter,Renewal Year,Country RIMS,Country Name,Region,Hub,Written Line,Signed Line
202013009,HO,2020,13009,FAC,EN,OT,2020-03-01,2025-09-30 00:00:00,7.5,Nepal,Marsh Management Services (MENA) Limited,Himalayan Everest Insurance,Bhote Koshi Power Co,PR,Power Plant,791646.0,15225,9837.391304347826,3771,185726,0,New,5162909.347826087,99292.82608695653,7.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013018,HO,2020,13018,FAC,EN,NR,2020-05-01,2023-09-30 00:00:00,7.334,Saudi Arabia,Arabian Shield Insurance Company,Arabian Shield Insurance Company,Krones AG,PR,Bldg. - Factory,2600056.0,2648,1671.521739130435,591,0,0,New,13565506.95652174,9543.913043478262,7.334,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013020,HO,2020,13020,FAC,EN,OT,2020-05-16,2024-01-31 00:00:00,10.0,Abu Dhabi,JLT Speciality Limited,Al Ain Ahlia Ins Co.,Abu Dhabi Nat’l Oil Co. (ADNOC) Onshore,PR,CAR/EAR Building,9447067.0,8936,5799.130434782609,1778,0,0,New,77014130.21739131,45107.608695652176,10.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013021,HO,2020,13021,FAC,EN,OT,2020-05-01,2024-09-30 00:00:00,10.0,Saudi Arabia,Arabian Shield Insurance Company,Arabian Shield Insurance Company,Al Angary Holding Company,PR,Hotels/Resorts/Guest Houses,2843737.0,2555,1660.4347826086957,573,0,0,New,10597776.52173913,5569.565217391305,10.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013024,HO,2020,13024,FAC,EN,OT,2020-05-18,2021-10-17 00:00:00,5.0,Saudi Arabia,Chedid Re - KSA,SAICO / Al Nisr Ins. Co.,Al Toukhi Co for Trading & Contracting,PR,CAR/EAR Electrical & Communication Works,9399021.0,15762,10260.0,3933,90,0,New,30648980.21739131,22933.695652173916,15.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013025,HO,2020,13025,FAC,EN,NR,2020-05-01,2023-10-31 00:00:00,6.5,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Petrofac International,PR,CAR/EAR Pipelines,4625026.0,5782,3770.217391304348,1463,36187,0,New,15081606.52173913,18852.391304347828,6.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013029,HO,2020,13029,FAC,EN,NR,2020-01-11,2023-02-28 00:00:00,2.25,Azerbaijan,Turker Reinsurance Broker DMCC - Dubai,PASHA Insurance Company - Azerbaijan,Pasha Construction,PR,CAR/EAR Building,1712631.0,1884,817.1739130434784,63,0,0,New,7446221.7391304355,5487.391304347827,2.25,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013036,HO,2020,13036,FAC,EN,NR,2020-05-19,2025-11-22 00:00:00,15.0,Qatar,Marsh & Mclennan Companies,Oman Ins. Co. Dubai/Sukoon Insurance,Al Balagh Trading & Contracting Company,PR,Stadium,6732754.0,2168,0.0,0,0,0,New,87977499.1304348,65574.78260869566,15.0,New,Expired,Active,,,,,,,,,,,,,,,,,,,
202013037,HO,2020,13037,FAC,EN,NR,2020-03-16,2023-03-31 00:00:00,5.0,Saudi Arabia,Al Ahlia For Cooperative Insurance,Al Ahlia For Cooperative Insurance,Al Fanar Construction Co,PR,CAR/EAR Infrastructure,3367130.0,2465,1595.217391304348,612,0,0,New,17567636.086956523,12858.260869565218,5.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013046,HO,2020,13046,FAC,EN,OT,2020-09-18,2021-12-31 00:00:00,50.0,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,China North Industries Corp.,PR,Construction All Risks,8130000.0,12887,8405.217391304348,2620,12828,0,New,26510869.565217394,11857.17391304348,50.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013047,HO,2020,13047,FAC,EN,OT,2020-06-15,2025-05-31 00:00:00,20.0,Russia,Willis Ltd.,JSC Sogaz (ex-Ins. Co. Of Gaz Ind),LLC Renaissance Heavy Industries,PR,"CAR/EAR Factories,(Incl.installation of P&M & Tria",8734975.0,49902,29621.739130434784,13298,130,6050,New,2007165326.0869567,5265905.217391305,20.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013051,HO,2020,13051,FAC,EN,OT,2020-06-21,2023-05-31 00:00:00,1.0,Pakistan,ED (ex. Cooper Gay) -  UK,Pakistan Reinsurance Co. Ltd,HEI-HRL Joint Venture of Harbin Electric,PR,CAR/EAR Power Plants,5792738.0,21552,15697.17391304348,2858,244,0,New,162699073.04347828,502113.9130434783,1.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013058,HO,2020,13058,FAC,EN,OT,2020-08-01,2024-12-31 00:00:00,1.0,Saudi Arabia,Chedid Re - KSA,Wafa Insurance - Saudi Arabia,Fawaz Al Hokair Real Estate Co.Ltd,PR,CAR/EAR Building,4604161.0,7607,4921.956521739131,1887,0,0,New,27448531.956521742,11644.565217391306,1.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013059,HO,2020,13059,FAC,EN,OT,2020-06-29,2024-07-28 00:00:00,1.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Essa Al Hussain Al Yousifi,PR,CAR/EAR Petrochemical/Energy,8677361.0,15386,10067.608695652174,239,0,0,New,62067498.26086957,83128.69565217392,1.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013061,HO,2020,13061,FAC,EN,OT,2020-06-20,2023-07-31 00:00:00,1.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Combined Group Co.,PR,EAR,3649433.0,10398,6636.521739130435,2575,0,0,New,6678260.869565218,5030.869565217392,1.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013071,HO,2020,13071,FAC,EN,OT,2020-05-24,2023-07-23 00:00:00,13.5,Saudi Arabia,Al Ahlia For Cooperative Insurance,Al Ahlia For Cooperative Insurance,Al Fanar Construction Co,PR,CAR/EAR Electrical & Communication Works,3336678.0,2442,7.82608695652174,3,0,0,New,17408751.521739133,12741.521739130436,13.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013083,HO,2020,13083,FAC,EN,OT,2020-02-15,2021-05-31 00:00:00,6.5,Saudi Arabia,Chedid Re - KSA,Metlife - AIG - ANB Cooperative Ins Co,Al Toukhi Co for Trading & Contracting,PR,CAR/EAR Infrastructure,6400833.0,9681,6398.478260869566,2207,2684,0,New,20872281.521739133,15871.956521739132,7.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013087,HO,2020,13087,FAC,EN,OT,2020-08-01,2025-02-28 00:00:00,5.0,Saudi Arabia,Arabian Shield Insurance Company,Arabian Shield Insurance Company,Almarai Group,PR,CAR/EAR Building,1580915.0,1941,1282.1739130434783,492,0,0,New,9725177.608695652,6620.869565217392,5.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013090,HO,2020,13090,FAC,EN,OT,2020-06-09,2023-04-30 00:00:00,6.5,Pakistan,Marsh Management Services (MENA) Limited,Pakistan Reinsurance Co. Ltd,National Power Parks Management Company.,PR,CAR/EAR Power Plants,4137014.0,15803,9751.304347826088,897,41702,123141,New,179870173.04347828,495400.43478260876,6.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013091,HO,2020,13091,FAC,EN,OT,2020-06-09,2023-07-30 00:00:00,6.5,Pakistan,Marsh Management Services (MENA) Limited,Pakistan Reinsurance Co. Ltd,National Power Parks Management Company.,PR,CAR/EAR Power Plants,3949438.0,12927,8266.956521739132,761,0,0,New,171714675.65217394,474856.3043478261,6.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013094,HO,2020,13094,FAC,EN,OT,2020-08-01,2021-06-30 00:00:00,1.5,Oman,Marsh Management Services (MENA) Limited,Oman Ins. Co. Oman,M.H.Al Shaya Co.,PR,CAR/EAR Infrastructure,3762170.0,9946,4564.565217391305,0,0,572,New,129323521.95652175,95127.39130434784,3.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013118,HO,2020,13118,FAC,EN,OT,2020-09-01,2024-03-31 00:00:00,1.0,Oman,Fenchurch Faris Ltd - Greece,Oman United Ins. Co.,Dutco Balfour Beatty,PR,"CAR/EAR Factories,(Incl.installation of P&M & Tria",5050192.0,8842,5242.826086956522,1809,7036,0,New,15775610.869565219,13546.956521739132,1.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013119,HO,2020,13119,FAC,EN,OT,2020-10-01,2024-07-01 00:00:00,35.0,United Arab Emirates,Marsh Management Services (MENA) Limited,ACWA Power Reinsurance Co. Ltd. - Dubai,ACWA Power Projects Ltd.,PR,CAR/EAR Power Plants,4521775.0,37266,24758.478260869568,5952,15560,696,New,589796705.8695652,1865644.5652173914,35.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013122,HO,2020,13122,FAC,EN,OT,2020-09-01,2024-05-31 00:00:00,50.0,Abu Dhabi,Chedid Re - Dubai UAE,Al Wathba Nat'l Ins. Co.-Abu Dhabi,Ghantoot Transport & General Cont Est,PR,CAR/EAR Road Works,7263552.0,9675,6399.130434782609,2453,37983,1788,New,36920396.08695652,34402.17391304348,50.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013123,HO,2020,13123,FAC,EN,OT,2020-10-15,2021-06-30 00:00:00,6.5,Qatar,Chedid Re - Dubai UAE,SEIB Ins. & Reins Co. LLC - Qatar,Al Bandary Engg Trading & Contracting,PR,CAR/EAR Building,6888521.0,6906,4595.869565217392,1585,0,0,New,29950092.39130435,17808.26086956522,6.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013124,HO,2020,13124,FAC,EN,OT,2020-10-01,2024-12-31 00:00:00,2.5,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Ahmadiah Contracting & Trading Co.,PR,CAR/EAR Pipelines,5454902.0,10262,6691.304347826088,2852,132,0,New,17787723.91304348,25704.13043478261,3.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013131,HO,2020,13131,FAC,EN,OT,2020-08-25,2024-12-31 00:00:00,30.0,Qatar,Kay International,Oman Ins. Co. Dubai/Sukoon Insurance,Urbacon Trading & Contg Co,PR,CAR/EAR Building,8691716.0,6823,4505.869565217392,1727,190,0,New,24348615.652173914,14336.739130434784,30.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013134,HO,2020,13134,FAC,EN,OT,2020-10-01,2025-06-30 00:00:00,3.5,Dubai,Kay International,Oman Ins. Co. Dubai/Sukoon Insurance,Arabian Construction Co.,PR,CAR ? TPL Bank Bldg.,7640605.0,7194,4749.130434782609,1821,0,214,New,39813121.30434783,25530.000000000004,3.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013135,HO,2020,13135,FAC,EN,OT,2020-09-19,2021-09-01 00:00:00,1.25,United Arab Emirates,Lockton Companies I'ntl Ltd. - Dubai Br.,Dubai Islamic Ins. & ReIns. Co. (AMAN),Green Dome Petrochemicals,PR,CAR/EAR Petrochemical/Energy,8940916.0,3420,2261.739130434783,520,0,0,New,38873546.08695652,14868.913043478262,1.25,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013139,HO,2020,13139,FAC,EN,OT,2020-08-28,2025-12-31 00:00:00,2.0,Abu Dhabi,Crescent Global Services - Bahrain,"Qatar Insurance Co., Dubai",Al Faraa Engineering General Contracting,PR,CAR/EAR Building,7499054.0,7717,5100.652173913044,1955,0,0,New,24453437.608695652,13154.347826086958,2.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013147,HO,2020,13147,FAC,EN,OT,2020-11-01,2024-09-30 00:00:00,1.25,Kuwait,KFH Takaful Ins. Co.(ex-AlMuthanna Tak.),KFH Takaful Ins. Co.(ex-AlMuthanna Tak.),KCC Engineering & contracting co,PR,CAR/EAR Infrastructure,9884810.0,14854,3600.652173913044,0,3284,0,New,48163043.478260875,70303.04347826088,1.25,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013149,HO,2020,13149,FAC,EN,OT,2020-11-03,2024-12-31 00:00:00,7.5,Dubai,Kay International,Oman Ins. Co. Dubai/Sukoon Insurance,Al Shafar General Contracting LLC,PR,CAR/EAR Building,8569263.0,6040,3360.0000000000005,1159,0,83,New,55886495.21739131,27675.000000000004,7.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013150,HO,2020,13150,FAC,EN,OT,2020-10-30,2023-10-31 00:00:00,12.5,Abu Dhabi,Fenchurch Faris Ltd - Greece,Al Wathba Nat'l Ins. Co.-Abu Dhabi,Megaprojeler Insaar Turizm Sirketi,PR,CAR/EAR Building,6618925.0,3604,2497.1739130434785,862,45,0,New,43166901.52173913,17176.956521739132,15.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013176,HO,2020,13176,FAC,EN,OT,2020-11-15,2023-11-14 00:00:00,30.0,Kuwait,KFH Takaful Ins. Co.(ex-AlMuthanna Tak.),KFH Takaful Ins. Co.(ex-AlMuthanna Tak.),Kuwait Institute For Scientific Research,PR,Others,1737000.0,1058,599.3478260869566,0,0,0,New,7552173.9130434785,4599.782608695653,30.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013177,HO,2020,13177,FAC,EN,OT,2020-11-20,2024-02-19 00:00:00,5.0,Jordan,Middle East Ins. Co. Ltd - Jordan,Middle East Ins. Co. Ltd - Jordan,Steel Building Co. Ltd.,PR,"CAR/EAR Factories,(Incl.installation of P&M & Tria",2624319.0,4559,3075.6521739130435,1061,0,1,New,6692918.47826087,9830.217391304348,5.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013196,HO,2020,13196,FAC,EN,OT,2020-11-01,2021-04-30 00:00:00,5.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Saudi Bin Laden Group (SBG),PR,Construction All Risks,2614820.0,7686,2262.3913043478265,763,0,0,New,17053173.91304348,22313.478260869568,5.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013202,HO,2020,13202,FAC,EN,OT,2020-11-01,2023-03-31 00:00:00,7.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Almabani,PR,Construction All Risks,6514925.0,9546,6279.782608695653,2407,0,0,New,42488638.69565218,62257.17391304348,7.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013203,HO,2020,13203,FAC,EN,OT,2020-11-15,2024-06-30 00:00:00,3.0,Jordan,Lockton Companies I'ntl Ltd. - Dubai Br.,ACWA Power Reinsurance Co. Ltd. - Dubai,Al Zarqa Thermal Power,PR,CAR/EAR Power Plants,6188808.0,15416,14324.347826086958,4722,6010,12116,New,115319400.65217392,174496.3043478261,3.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013204,HO,2020,13204,FAC,EN,OT,2020-11-20,2025-12-15 00:00:00,15.0,Oman,Chedid Re - Dubai UAE,Oman Qatar Insurance Co.,Port of Duqm,PR,Construction All Risks,3445849.0,8163,5377.826086956522,2062,5531,123,New,56023198.043478265,55001.08695652174,17.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013491,HO,2020,13491,FAC,EN,OT,2020-12-26,2024-09-30 00:00:00,40.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Public Authority of Housing Welfare,PR,CAR/EAR Power Plants,3733530.0,4886,3187.826086956522,1261,137213,5001,New,12163043.478260871,11511.521739130436,40.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013524,HO,2020,13524,FAC,EN,OT,2020-11-20,2022-04-12 00:00:00,1.5,Kuwait,Ilaf Takaful Ins. Co - Kwt (ex-alsafat),Ilaf Takaful Ins. Co - Kwt (ex-alsafat),Matellurgical Corporation,PR,Construction All Risks,9202500.0,81047,52856.739130434784,57,101986,0,New,69130434.7826087,81913.69565217392,1.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013533,HO,2020,13533,FAC,EN,OT,2020-12-01,2024-10-06 00:00:00,2.0,Qatar,Fenchurch Faris Ltd - Greece,Qatar Gen. Ins. & Reins. Co.,Urbacon Trading & Contg Co,PR,CAR/EAR Building,8677853.0,0,-16.304347826086957,-6,0,0,New,22637876.739130437,11671.304347826088,2.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013536,HO,2020,13536,FAC,EN,OT,2020-12-23,2024-06-30 00:00:00,1.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Ahmadiah Contracting & Trading Co.,PR,Construction All Risks,8555895.0,11691,7622.608695652175,2957,58,0,New,22319726.086956523,24193.04347826087,4.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013536,HO,2020,13536,FAC,EN,OT,2020-12-08,2025-10-21 00:00:00,1.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Kuwait Co for Process Plant Const / KCPC,PR,CAR/EAR Road Works,10071000.0,22702,14805.000000000002,6311,44203,0,New,65680434.7826087,75593.47826086957,4.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013540,HO,2020,13540,FAC,EN,OT,2020-12-31,2021-12-30 00:00:00,9.5,Saudi Arabia,Chedid Re - KSA,Tawuniya (ex: NCCI),Al Rashid Trading & Contracting Co,PR,CAR/EAR Building,883628.0,619,400.4347826086957,169,3886,0,New,11525582.608695652,8068.04347826087,10.0,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013553,HO,2020,13553,FAC,EN,OT,2020-09-04,2023-12-31 00:00:00,1.0,Kuwait,AON - Benfield Turkey,Kuwait Ins.Co.,Cengiz Insaat San. Ve Tic A.S.,PR,CAR/EAR Airports,4154936.0,7437,3017.608695652174,925,0,0,New,36129876.52173913,31050.000000000004,5.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013575,HO,2020,13575,FAC,EN,OT,2020-12-18,2024-06-30 00:00:00,2.5,Abu Dhabi,Emirates Ins. Co.,Emirates Ins. Co.,Musanada,PR,CAR/EAR Building,9534601.0,3357,2178.913043478261,752,0,0,New,41454785.217391305,11516.739130434784,2.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013577,HO,2020,13577,FAC,EN,OT,2020-12-14,29/02/2025,40.0,Dubai,Fenchurch Faris Ltd - Greece,Oman Ins. Co. Dubai/Sukoon Insurance,Ittihad Paper Mill LLC,PR,"CAR/EAR Factories,(Incl.installation of P&M & Tria",7775302.0,9655,6243.913043478261,1915,23,0,New,50708493.26086957,39221.08695652174,40.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013579,HO,2020,13579,FAC,EN,OT,2020-12-30,2023-06-30 00:00:00,2.0,Pakistan,Lockton Companies I'ntl Ltd. - Dubai Br.,"Adamjee Ins. Co.,Pakistan",D.G.Khan Cement Company Limited,PR,CAR/EAR Power Plants,2203845.0,2627,1693.0434782608697,519,59,142,New,28745804.34782609,34266.52173913044,10.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013667,HO,2020,13667,FAC,EN,OT,2020-11-15,2021-02-28 00:00:00,2.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Ahmadiah Contracting & Trading Co.,PR,CAR/EAR Road Works,7959370.0,20125,13125.652173913044,5595,8790,7000,New,47260304.34782609,62921.08695652174,10.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013669,HO,2020,13669,FAC,EN,OT,2020-12-22,2021-11-30 00:00:00,20.0,Kuwait,Dar Al Salam Takaful Insurance-Kuwait,Dar Al Salam Takaful Insurance-Kuwait,SINOHYDRO Limited Contracting Co,PR,CAR/EAR Road Works,9513483.0,36080,24030.000000000004,7480,38045,42230,New,45393555.0,45165.65217391305,20.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013690,HO,2020,13690,FAC,EN,OT,2020-08-28,2022-08-29 00:00:00,1.59402,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Limak Insaat Sanayi ve Ticaret A.S,PR,CAR/EAR Airports,23256000.0,71581,46440.65217391305,17945,359318,241988,New,888379623.9130435,620867.6086956522,4.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013693,HO,2020,13693,FAC,EN,OT,2020-08-29,2022-08-29 00:00:00,45.0,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Limak Insaat Sanayi ve Ticaret A.S,PR,CAR/EAR Airports,7001402.0,221376,128662.82608695653,22044,17264,3037,New,30440880.000000004,962505.6521739131,45.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013694,HO,2020,13694,FAC,AC,OT,2020-10-19,2022-10-19 00:00:00,15.0,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Limak Insaat Sanayi ve Ticaret A.S,PR,Others,3825000.0,10940,2874.7826086956525,698,0,0,New,49891304.34782609,142689.13043478262,25.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202013921,HO,2020,13921,FAC,EN,OT,2020-07-10,2024-08-31 00:00:00,2.0833,Kuwait,Ilaf Takaful Ins. Co - Kwt (ex-alsafat),Ilaf Takaful Ins. Co - Kwt (ex-alsafat),Alghanim International Gen.Trdg,PR,CAR/EAR Infrastructure,3960000.0,38052,24634.565217391308,7555,370657,0,New,17217391.304347828,15016.304347826088,5.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202014200,HO,2020,14200,FAC,EN,OT,2020-12-07,2021-01-25 00:00:00,8.5,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Combined Group Contracting Co.,PR,CAR/EAR Road Works,8120000.0,21487,14013.260869565218,4362,30540,0,New,52956521.73913044,60150.65217391305,10.0,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202028623,HO,2020,28623,FAC,EN,OT,2020-10-01,2021-09-30 00:00:00,7.5,Malaysia,Progressive Ins. Sdn Bhd,Progressive Ins. Sdn Bhd,POIC Sabah Sdn Bhd,PR,Terminals (Oil/LNG/Petro) / Tank Farm,3353858.0,5031,3068.4782608695655,903,0,0,Renew,43745967.39130435,65619.13043478261,7.5,Not Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202028844,HO,2020,28844,FAC,EN,OT,2020-08-12,2021-08-11 00:00:00,10.0,Malaysia,Shine Re International Ltd,Generali Insurance Malaysia Berhad,SPR Energy (M) SB/ Sabah Electricity SB,PR,Power Plant,3076406.0,13237,7708.695652173914,2955,0,0,Renew,87167560.43478261,345303.26086956525,10.0,Not Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029076,HO,2020,29076,FAC,EN,OT,2020-07-01,2021-06-30 00:00:00,10.0,Malaysia,Tradewinds International Ins Brokers SB,RHB Insurance Berhad,Port Dickson Power Berhad (PDP),PR,Power Plant,2265856.0,2842,1792.1739130434785,1076,0,0,Renew,147773219.3478261,207403.0434782609,10.0,Not Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029093,HO,2020,29093,FAC,EN,OT,2020-06-01,2021-05-31 00:00:00,10.0,Malaysia,AFR Asia Pacific Ltd.,Generali Insurance Malaysia Berhad,Westports M'sia SB/ Lembaga Pel. Kelang,PR,Port,1055388.0,3261,2076.521739130435,776,1484,105,Renew,29753077.826086957,94614.78260869566,10.0,Not Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029233,HO,2020,29233,FAC,AC,LB,2020-11-01,2021-11-01 00:00:00,8.0,Korea (S),UIB Insurance Brokers Co. Ltd (Korea),MERITZ FIRE & MARINE INSURANCE CO,Seodaegu Power Co. Ltd,PR,Comprehensive General Liability,446000.0,5773,3746.739130434783,1724,146199,0,Renew,581739.1304347827,7530.000000000001,8.0,Not Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029304,HO,2020,29304,FAC,EN,OT,2020-03-21,2021-06-30 00:00:00,11.0,Malaysia,Tradewinds International Ins Brokers SB,Etiqa General Insurance Bhd,Tanjung Bin Energy/Malakoff Power Bhd,PR,Power Plant,28179568.0,67211,45897.39130434783,25861,38,0,New,668290139.3478261,1279438.043478261,11.0,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029307,HO,2020,29307,FAC,AC,LB,2020-01-01,2021-01-01 00:00:00,10.0,Korea (S),UIB Insurance Brokers Co. Ltd (Korea),MG Non-Life Insurance (Green Non-Life),Wooshin Safety Systems Co. Ltd,PR,Product Liability,420000.0,32410,21136.956521739132,13612,0,0,New,1956521.739130435,150978.26086956522,10.0,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029308,HO,2020,29308,FAC,AC,LB,2020-01-01,2025-12-31 00:00:00,2.0,Korea (S),Pana Harrison Korea Co. Ltd,MG Non-Life Insurance (Green Non-Life),Wooshin Safety Systems Co. Ltd,PR,Product Liability,120000.0,6760,4408.695652173913,1352,0,0,New,1956521.739130435,110214.13043478262,2.0,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029309,HO,2020,29309,FAC,AC,LB,2020-02-14,2021-02-14 00:00:00,3.159,Korea (S),UIB Insurance Brokers Co. Ltd (Korea),Hyundai Marine & Fire Insurance,Sangshin Brake Ind.Co. Ltd,PR,Product Liability,401375.0,11656,7673.478260869566,2353,1912,0,New,523532.6086956522,15202.826086956524,3.5,New,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029310,HO,2020,29310,FAC,AC,LB,2020-12-31,2021-12-31 00:00:00,5.625,Korea (S),HIS Korea,MERITZ FIRE & MARINE INSURANCE CO,Junjin CSM Co Ltd,PR,Heavy Equipment,524425.0,9541,6483.260869565218,994,0,0,Renew,3109239.1304347827,56569.56521739131,10.0,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029311,HO,2020,29311,FAC,AC,LB,2020-12-31,2021-12-31 00:00:00,10.0,Korea (S),HIS Korea,MERITZ FIRE & MARINE INSURANCE CO,Junjin Heavy Industry Co Ltd,PR,Heavy Eng. Industry,914340.0,3161,2081.739130434783,319,25,0,Renew,9938478.260869566,25261.956521739132,10.0,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029312,HO,2020,29312,FAC,AC,LB,2020-12-31,2021-12-31 00:00:00,15.0,Sri Lanka,J.B. Boda & Co.(S) Pte. Ltd.,Union Assurance General Limited,MAS Active Trading Pvt Ltd,PR,Garment Factory,190000.0,2818,1837.826086956522,704,0,0,Renew,652173.9130434783,9672.391304347826,15.0,Not Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
202029313,HO,2020,29313,FAC,AC,LB,2020-01-01,2025-12-31 00:00:00,1.0,Korea (S),Mahindra Insurance Brokers,Korean Reinsurance Co.,Ssangyong Motors Co. Ltd,PR,Product Liability,500000.0,4275,2788.04347826087,0,0,0,New,6521739.130434783,55760.8695652174,2.0,Renewed,Expired,Materialized,,,,,,,,,,,,,,,,,,,
