View Extract,Loc,UY,Srl,Ext Type,Class,Sub br,Com date,Exp date,Sign share %,Country,Broker,Cedant,Org.Insured/Trty Name,Trty nature,Nature of risk Desc,Max Liability (FC),Gross UW Prem,Gross Book Prem,Gross Actual Acq.,Gross paid claims,Gross os loss,New/Renew,100% TSI (FC),Org Prem (FC),Accepted Share,Renewal Status,Running/Expired,Status,Inception Day,Inception Month,Inception Quarter,Inception Year,Expiry Day,Expiry Month,Expiry Quarter,Expiry Year,Renewal Date,Renewal Day,Renewal Month,Renewal Quarter,Renewal Year,Country RIMS,Country Name,Region,Hub,Written Line,Signed Line
2019917,HO,2019,917,FAC,FI,OT,2019-08-01,2020-07-31 00:00:00,8.5,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Kuwait National Bottling Co. - Pepsi,PR,Beverage Factories,2155175.0,4712,3073.6956521739135,1075,0,0,Renew,59706521.73913044,35823.913043478264,8.5,Renewed,Expired,Materialized,1.0,AUG,Q3,2019.0,31.0,JUL,Q3,2020.0,2020-08-01,1.0,AUG,Q3,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.085
20191577,HO,2019,1577,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,0.5,Saudi Arabia,United Ins. Brokers - Dubai,Saudi Arabian Coop. Ins. Co. Ltd EC. ,Govt. of KSA/Ministry of Defence & Avn,NP,Airport/Airport Hangers,1405856.0,7642,5263.695652173913,2623,3,0,Renew,3873322768.0434785,994863.2608695653,1.25,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.005
20191788,HO,2019,1788,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,11.0,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Gulf Cable & Electrical Ind. Co.,PR,Cable Factory,3104850.0,3071,1998.2608695652175,699,147,0,Renew,41084782.82608696,26705.21739130435,11.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.11
20194688,HO,2019,4688,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,2.5,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Yemen Co. For Ind. & Commerce (YCIC),PR,Biscuit Factories,2846183.0,5195,3512.608695652174,1346,0,0,Renew,37124123.478260875,66823.69565217392,2.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.025
20194689,HO,2019,4689,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,National Dairy & Food Co. (NADFOOD),PR,Dairies/Dairy Farms,2738775.0,2983,1876.304347826087,719,0,0,Renew,35660404.56521739,39226.30434782609,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20194690,HO,2019,4690,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Yemen Co.for Packaging Mat.Ind. (YCPMI),PR,Metal Industries,831952.0,2167,1202.608695652174,461,0,0,Renew,10224706.304347826,25561.956521739132,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20194691,HO,2019,4691,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,8.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,National Co. for Sponge & Plastic Ind.,PR,(RR)-Foam/Sponge/Polyurethane Factories,1060837.0,3670,2502.3913043478265,959,0,0,Renew,13836999.130434783,45661.956521739135,8.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.08
20194692,HO,2019,4692,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,8.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,United Industries Co. Ltd. (UICL),PR,Tobacco/Ciagrette Factories,1102002.0,1784,1167.3913043478262,447,0,0,Renew,13949422.826086957,22318.695652173916,8.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.08
20194693,HO,2019,4693,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,7.5,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Yemen Co. for Ghee & Soap Ind. (YCGSI),PR,Detergent / Soap Industries,1476152.0,3399,2066.739130434783,792,0,0,Renew,19254151.304347828,42359.34782608696,7.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.075
20194694,HO,2019,4694,FAC,FI,OT,2019-05-08,2020-05-07 00:00:00,9.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,General Ind. & Packages (GENPACK) Candy,PR,"Food Industries,Bakeries/Multiplant",703212.0,1279,675.6521739130435,259,0,0,Renew,9172331.086956523,16510.434782608696,9.0,Renewed,Expired,Materialized,8.0,MAY,Q2,2019.0,7.0,MAY,Q2,2020.0,2020-05-08,8.0,MAY,Q2,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.09
20194695,HO,2019,4695,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,2.5,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,General Ind. & Packages (Carton Plant),PR,Carton/Cardboard Factories,563088.0,1571,988.0434782608696,379,0,0,Renew,7344624.130434783,20565.0,2.5,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.025
20194697,HO,2019,4697,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Arwa Mineral Water Co.,PR,Mineral Water Bottling Plants,465893.0,839,526.304347826087,202,0,0,Renew,6076873.043478262,10938.913043478262,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20194698,HO,2019,4698,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Yemen Co.for Flour Mills & Silos (YCFMS),PR,Flour Mills,2974342.0,4858,2544.130434782609,975,0,0,Renew,37768768.043478265,64206.52173913044,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20195120,HO,2019,5120,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Kuwait Cement Co.,PR,Cement Factories,3256282.0,4906,3198.913043478261,1246,958,0,Renew,82043334.1304348,77531.08695652174,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.05
20195247,HO,2019,5247,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Sofitel Hotel /Al Saeed Hotel & Tourism,PR,Hotels/Resorts/Guest Houses,257657.0,219,147.3913043478261,56,0,0,Renew,3360729.782608696,2856.521739130435,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20195250,HO,2019,5250,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Al Alam Industrial Co.(AIC) Aden,PR,Plastic Factories,517020.0,1468,951.5217391304349,365,0,0,Renew,6508470.652173913,17572.826086956524,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20195391,HO,2019,5391,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Bangladesh,Tysers International Ins.& Reins.Brokers,Sadharan Bima Corporation,Grameen Phone Company,PR,Mobile Telecom Network,2300420.0,14289,8388.913043478262,3341,787,0,Renew,169730606.73913044,183309.13043478262,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Bangladesh,Bangladesh,Asia,ISC,0.0,0.05
20195422,HO,2019,5422,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Saudi Arabia,Tawuniya (ex: NCCI),Tawuniya (ex: NCCI),Eastern  Province Cement Co.,PR,Cement Factories,3540398.0,2413,1632.3913043478262,626,0,0,Renew,153930348.26086956,78700.4347826087,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20195490,HO,2019,5490,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Saudi Arabia,Tawuniya (ex: NCCI),Tawuniya (ex: NCCI),Saudi German Co For Non Woven Products,PR,Textile (Wkg Spg) Mills,1601326.0,2514,1760.217391304348,742,0,0,Renew,41773734.782608695,65584.56521739131,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20195574,HO,2019,5574,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Saudi Arabia,Tawuniya (ex: NCCI),Tawuniya (ex: NCCI),Saudi Grain Organization (SAGO) ,PR,Grain Stocks,2151191.0,14564,8178.913043478262,3511,1571,0,Renew,396865980.65217394,367100.8695652174,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20195798,HO,2019,5798,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,"The Amiri Diwan, Qatar",PR,Palace,2716635.0,4753,3101.739130434783,1308,0,0,Renew,68931145.43478261,30996.521739130436,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.05
20195946,HO,2019,5946,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Kuwait Saudi Pharmaceutical Industries,PR,Pharmaceutical/Bulk Drugs/Mfg.Units,3627594.0,1995,1301.0869565217392,505,0,0,Renew,10514763.913043479,5782.826086956522,5.0,Not Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.05
20196473,HO,2019,6473,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Aden Touristic & Commercial Centre,PR,Bldg. - Showroom / Shops,372407.0,411,303.26086956521743,116,0,0,Renew,4857483.260869565,5343.913043478261,5.0,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20196715,HO,2019,6715,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,8.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Saudi Import Co.,PR,"Stk. of Medicines,Medical Eqpt",1760530.0,7571,4980.652173913044,1909,0,0,Renew,39283276.95652174,98686.95652173914,8.5,Not Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.085
20196782,HO,2019,6782,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,2.5,Jordan,United Ins. Brokers - Dubai,Arab Orient Insurance Co. - Jordan,Le Royal Hotel and Towers Amman,PR,Hotels/Resorts/Guest Houses,2784678.0,1745,1137.3913043478262,392,4,32,Renew,30268244.34782609,18960.0,2.5,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Jordan,Jordan,Asia,Mediterranean (Asia),0.0,0.025
20196869,HO,2019,6869,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,"Movenpick Hotel, Sana'a",PR,Hotels/Resorts/Guest Houses,2399858.0,1787,1158.913043478261,0,0,0,Renew,17137310.86956522,6855.000000000001,7.5,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20196887,HO,2019,6887,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Saudi Arabia,Wataniya Insurance Co(Ex. SNIC),Wataniya Insurance Co(Ex. SNIC),Intercontinental Hotel,PR,Hotels/Resorts/Guest Houses,2830713.0,5312,3445.434782608696,792,614,0,Renew,247494876.52173916,86625.0,7.5,Not Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20197072,HO,2019,7072,FAC,FI,OT,2019-07-01,2020-06-30 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Yemen Co for Flour Mills&Silos -Hodeidah,PR,Grain Stocks,2092210.0,3429,2086.304347826087,800,0,0,Renew,24817869.7826087,44672.608695652176,5.0,Renewed,Expired,Materialized,1.0,JUL,Q3,2019.0,30.0,JUN,Q2,2020.0,2020-07-01,1.0,JUL,Q3,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20197141,HO,2019,7141,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Yemen,General Reins. Services,"Yemen Islamic Insurance Co., Sana'a",Arab Iron & Steel Corporation,PR,Iron & Steel Industries,1790951.0,1970,1284.7826086956522,443,3059,0,Renew,7786741.304347827,8565.652173913044,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20197188,HO,2019,7188,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0838,Kuwait,Al Ahleia Ins. Co. S.A.K.,Al Ahleia Ins. Co. S.A.K.,Al Homaizi Limited (IKEA),PR,Bldg. - Showroom / Shops,1026025.0,617,402.3913043478261,110,26,0,Renew,13399236.52173913,8039.347826086957,6.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.050838
20197308,HO,2019,7308,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,2.0,Kuwait,Kuwait Ins.Co.,Kuwait Ins.Co.,Morad Yousuf Behbehani,PR,Bldg. - Showroom / Shops,3240000.0,27735,15771.521739130436,6118,6694,0,Renew,94206736.95652175,117745.4347826087,2.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.02
20197579,HO,2019,7579,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,2.5,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,Yemen International Hospital - Taiz,PR,Hospitals/Medical Centres/Clinics,441845.0,445,307.82608695652175,118,0,0,Renew,5763200.217391305,5763.260869565218,2.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.025
20197617,HO,2019,7617,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,3.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Ezdan Real Est Co (Bavaria City Suites),PR,Hotels/Resorts/Guest Houses,3023202.0,1737,1215.6521739130435,420,0,0,Renew,73024206.52173914,25196.08695652174,3.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.03
20197619,HO,2019,7619,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,8.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Arrow Juice Factory,PR,Beverage Factories,3477826.0,3130,2041.3043478260872,861,0,0,Renew,11340736.95652174,10206.521739130436,8.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.085
20197705,HO,2019,7705,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.0,Dubai,Alliance Ins. (Dubai),Alliance Ins. (Dubai),H. H. Sheikh Ahmed Bin Rashid Al Maktoum,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,1862680.0,1006,656.0869565217391,201,0,0,Renew,24981587.608695652,8743.695652173914,1.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Dubai,UAE - Dubai,Asia,GCC,0.0,0.01
20197750,HO,2019,7750,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,1.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Al Wosail Tower/Shk Mohd Bin Eid Al Than,PR,Bldg. - Offices/Administrative,2702735.0,2703,1829.3478260869567,701,0,0,Renew,17626532.608695652,7050.652173913044,1.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.01
20197803,HO,2019,7803,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,10.0,Kuwait,Enaya Insurance Co. S.A.K.,Enaya Insurance Co. S.A.K.,Kirby Building Systems,PR,Bldg. - Factory,473625.0,831,470.86956521739137,180,0,0,Renew,9858913.043478262,8626.956521739132,10.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.1
20197804,HO,2019,7804,FAC,FI,OT,2019-04-01,2020-03-31 00:00:00,22.5,Kuwait,Enaya Insurance Co. S.A.K.,Enaya Insurance Co. S.A.K.,Kuwait Insulation Material Mfg Co,PR,Insulation Material Factories,856430.0,1690,1023.913043478261,392,0,0,Renew,22341641.739130437,20107.17391304348,22.5,Renewed,Expired,Materialized,1.0,APR,Q2,2019.0,31.0,MAR,Q1,2020.0,2020-04-01,1.0,APR,Q2,2020.0,Kuwait,Kuwait,Asia,GCC,0.0,0.225
20197815,HO,2019,7815,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,7.5,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,SBG,PR,Airport/Airport Hangers,607630.0,2477,1675.4347826086957,642,0,0,Renew,74808164.3478261,40396.30434782609,7.5,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.075
20198388,HO,2019,8388,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Yemen,United Ins. Co. Yemen,United Ins. Co. Yemen,"National Cement Co, Yemen",PR,Cement Factories,3648527.0,2914,1812.3913043478262,695,0,0,Renew,76908618.26086958,46144.56521739131,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Yemen,Yemen,Asia,Arab,0.0,0.05
20198423,HO,2019,8423,FAC,FI,OT,2019-09-01,2020-08-31 00:00:00,5.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Al Rashid Trading & Contracting Co,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,918598.0,689,465.6521739130435,196,0,0,Renew,2995428.2608695654,2246.0869565217395,5.0,Renewed,Expired,Materialized,1.0,SEP,Q3,2019.0,31.0,AUG,Q3,2020.0,2020-09-01,1.0,SEP,Q3,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20198467,HO,2019,8467,FAC,FI,OT,2019-11-01,2020-10-31 00:00:00,20.0,Bangladesh,Tysers International Ins.& Reins.Brokers,Sadharan Bima Corporation,Bangladesh Chemical Industries Corp.,PR,Chemical Factories,51547.0,392,201.5217391304348,49,0,0,Renew,8362150.434782609,63552.39130434783,20.0,Not Renewed,Expired,Materialized,1.0,NOV,Q4,2019.0,31.0,OCT,Q4,2020.0,2020-11-01,1.0,NOV,Q4,2020.0,Bangladesh,Bangladesh,Asia,ISC,0.0,0.2
20198469,HO,2019,8469,FAC,FI,OT,2019-04-16,2020-05-19 00:00:00,20.0,Bangladesh,Tysers International Ins.& Reins.Brokers,Sadharan Bima Corporation,Bangladesh Chemical Industries Corp.,PR,Chemical Factories,57226.0,246,162.3913043478261,40,0,0,Renew,9278141.739130436,39810.65217391305,20.0,Not Renewed,Expired,Materialized,16.0,APR,Q2,2019.0,19.0,MAY,Q2,2020.0,2020-05-20,20.0,MAY,Q2,2020.0,Bangladesh,Bangladesh,Asia,ISC,0.0,0.2
20198470,HO,2019,8470,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,6.0,Bangladesh,Tysers International Ins.& Reins.Brokers,Sadharan Bima Corporation,Bangladesh Chemical Industries Corp.,PR,Chemical Factories,51591.0,221,114.1304347826087,28,0,0,Renew,8368054.565217392,35905.434782608696,6.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Bangladesh,Bangladesh,Asia,ISC,0.0,0.06
20198471,HO,2019,8471,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,17.0,Bangladesh,Tysers International Ins.& Reins.Brokers,Sadharan Bima Corporation,Bangladesh Chemical Industries Corp.,PR,Chemical Factories,60504.0,260,189.13043478260872,46,0,0,Renew,9756995.869565219,41865.0,17.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Bangladesh,Bangladesh,Asia,ISC,0.0,0.17
20198472,HO,2019,8472,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,4.0,Bangladesh,Tysers International Ins.& Reins.Brokers,Sadharan Bima Corporation,Bangladesh Chemical Industries Corp.,PR,Chemical Factories,65231.0,280,229.56521739130437,56,0,0,Renew,10499598.260869566,45051.52173913044,4.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Bangladesh,Bangladesh,Asia,ISC,0.0,0.04
20198484,HO,2019,8484,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Saudi Arabia,Arabian Shield Insurance Company,Arabian Shield Insurance Company,Al Marai Co.Ltd,PR,Dairies/Dairy Farms,2681453.0,9676,6505.434782608696,2743,636225,0,Renew,1181769328.0434783,545438.4782608696,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20198498,HO,2019,8498,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,15.0,Qatar,Qatar Islamic Ins. Co - Qatar,Qatar Islamic Ins. Co - Qatar,Barwa Bank Headquarters,PR,Bldg. - Offices/Administrative,3340141.0,1336,903.913043478261,312,0,0,Renew,10891762.826086957,4356.521739130435,15.0,Not Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Qatar,Qatar,Asia,GCC,0.0,0.15
20198560,HO,2019,8560,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,5.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Saudi Lighting Co.,PR,Bldg. - Factory,2058415.0,1441,935.2173913043479,358,859,0,Renew,26807090.86956522,18765.0,5.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.05
20198564,HO,2019,8564,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,12.0,Saudi Arabia,UCA. INSURANCE CO,UCA. INSURANCE CO,Al Rashid Trading & Contracting Co,PR,Bldg. - Commercial Complex/ShoppingMalls/Super Mkt,2329280.0,2342,1532.608695652174,588,0,0,Renew,61092434.34782609,30545.869565217392,12.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Saudi Arabia,KSA,Asia,GCC,0.0,0.12
20198615,HO,2019,8615,FAC,FI,OT,2019-01-01,2019-12-31 00:00:00,25.0,Ras Al Khaimah,Chedid Re - Dubai UAE,Ras Al-Khaimah Nat'l Ins. Co.(RAK Ins.),RAK Cement Co,PR,Cement Factories,2858808.0,2573,1678.0434782608697,515,337,0,Renew,41432001.52173913,37288.69565217392,25.0,Renewed,Expired,Materialized,1.0,JAN,Q1,2019.0,31.0,DEC,Q4,2019.0,2020-01-01,1.0,JAN,Q1,2020.0,Ras Al Khaimah,UAE - Ras Al Khaimah,Asia,GCC,0.0,0.25
